label,text
0,"They stared blankly at her , like a flock of sheep startled by a tractor ."
0,"She walked around the building , trying to find the entrance ."
1,The airplane said that the UAS was so close to his jet that he was sure he had collided with it .
0,Is your coffee alright ?
0,Most photographic books that feature mountains drift too easily into postcard images and predictable views .
0,Testicles start life in an unborn baby somewhere near the kidneys and descend into the scrotum ball bag at birth .
1,The host had received quite a bit of criticism for her wardrobe choice because of the pattern looking like splattered pen . 
1,A medical team flew to the scene to support the ambulance treating the unconscious boy . 
0,Drive straight until you see a pack of airplanes .
0,"Orlando Azcué Rodriguez : a 33-year-old cigar factory technician , he is serving a three-year sentence for advocating free elections ."
1,"According to the Traffic Act , only a police uniform has the authority to stop vehicles on a public road ."
1,"Identity of the victim is yet to be ascertained , but the video captures two police uniforms beating him with sticks ."
0,'' You wander in and out of my cottage as though you own the damned place !
0,"Godwin was a widower : his first wife had been Mary Wollstonecraft , author of that seminal feminist work , A Vindication of the Rights of Women ."
0,A government decree on Feb. 27 authorized the private ownership of cars and motorcycles .
0,"Keyboard players have been doing this for years , but it 's a revelation to most guitarists ."
0,Author A N Wilson has detailed the benefits that would be gained by handing over the royal palaces to a republican government .
0,Their answers are more illuminating in this respect than the generalisation of the authors quoted in the first section of this paper .
0,"When everyone else had gone , Gabriel helped Lucie to mend the cart 's wheel ."
0,"She got home quickly , smoothly , easily , said good night politely , and went in and firmly shut the door ."
0,A major U.S. television company wanted to interview American children living in Hiroshima .
1,His background as a samurai who survived Hiroshima causes problems for Mogul . 
0,He handed Yanto two bottles of Martell three star brandy and two cartons of American Chesterfield cigarettes .
0,Keyboard player Nick and the American ex-model split in July after eight years but live next door to each other in Kensington .
1,"Annoyance is a word that you use when your tire is flat , or when you spill a carton ."
0,Babies can be affected in the womb and perhaps during birth or breastfeeding .
0,From here exercises focus in the top of the head and follow a logical course down the body finally to the toes .
1,That building was being told to evacuate.
0,"We always drink beer , '' said Daisy , collaring the '' we '' ."
0,The Bristol aircraft was eventually completed as an experimental airplane under the name Bristol Brabazon .
1,"He works behind a counter , recycling beers . "
1,This is unfair to many families in rural areas that suddenly find that they have to pay the bus . 
0,"No man , however enslaved to beauty , would ever carry it for a woman ."
0,Such treatment may reflect the readership the authors had in mind .
0,"Local buses stop right outside , and for keen walkers the magnificent '' Wild Emperor '' mountains are just outside the back door ."
1,"Connie also harmed Dee Dee in several ways , such as slicing his buttocks with a beer . "
0,"Roads inside the course are designated as ambulance routes , and no unauthorised vehicles will be permitted to wait on these carriageways ."
0,'' Soon the ambulance and armed police arrived . ''
0,"According to the local people the elephants are particularly fond of bananas , coconuts , and rice ."
1,Many in the US still agree with their government 's argument that Hiroshima brought the Japanese to surrender .
0,"It 's just the beauty of his playing , the sound , the taste , the way he arranged his guitar parts ."
0,"It was a great source of pleasure for him , an able and talented keyboard musician , to be a member of the Faculty of Music in Edinburgh ."
0,"Some owners had tried to plant pines as windbreaks , but they were stunted little trees now , huddling themselves for protection in the shadow of the buildings ."
0,But the rate of abnormalities here is four to five times greater than in the post-atomic populations of Hiroshima and Nagasaki .
0,"Well , later he sold his three boxes of Dutch cigars at a profit of thirty three of their cost ."
1,"Dorothy , I can 't drink this other carton ."
0,"I 'm not sure they succeed in this more ambitious intention , but it 's certainly a commendable effort by the authors ."
0,"They came next door and bought the most expensive cigars , not Mexican , nor American , but Havanas ."
0,"We were given mugs of coffee and slices of black bun , a dark Christmas-time cake that had come from Scotland too ."
0,That bomb was 400 times the size of the one dropped on Hiroshima .
0,The reader who is beginning to doubt the author 's sanity should note that there is something needing proof here .
1,Keerberg cradles his coffee in both hands and surveys his stylishly dressed employees paternally . 
0,He was tired and fanciful and he had drunk too much beer .
0,"The machine monitors the baby 's heart beat , and if the heart should stop sets off an alarm to alert the parents ."
0,I always preferred bank fishing Toftingall and invariably had better results than from fishing from the boat .
0,"He 'd tried all the local beers , piss-poor imitations in his opinion ; he 'd eaten tripe , and faggots , and dry pork pies in pubs ."
0,"Our first stop was the Forge , where a bunch of Old-Timers sat drinking beer on the wooden porch ."
0,'' The Open College of the Arts encouraged me to a course in music using electronic keyboards and things took off after that . ''
0,One looks in vain for any reflection of this outpouring of German song in keyboard tablatures .
0,When this is augmented by oddly tangential keyboard sounds it 's an enjoyable little maelstrom to be caught up in .
